title,sjr,source_id,ss_id
Chinese Geographical Science,Q1,S188105879,3fbf4449-2acd-4574-b0fb-3ac958f91e2c
Cornell Law Review,Q1,S194663980,dfe29703-48e9-41d1-a992-7ffb1ffab3ab
Fire Safety Journal,Q1,S160215590,5bf71207-8725-49d7-b1c3-942b76221e16
Hydrobiologia,Q1,S4210238371,a85ad7a8-dad9-4009-85f1-19bf246349a6
Journal of Family Issues,Q1,S82455696,dd4aac4c-dcc1-4b0b-aac0-1dde492cf518
Journal of Holistic Nursing,Q1,S112732038,2a8a62b2-f16e-479d-b436-6b8d6f3930c4
Nephron,Q1,S87777121,b021a7be-a788-487b-98a5-98454637830a
Nursing Forum,Q1,S38543998,963cfba5-884b-4614-9db2-1440da495e4e
Reactive and Functional Polymers,Q1,S205957783,
Saudi Journal of Biological Sciences,Q1,S32679471,a15f1020-494a-4b1b-be4a-29b72d37d7d5
Ultrasonography,Q2,S2739348629,57bf5360-eceb-4fc6-bc86-8e17259df407
ACS Earth and Space Chemistry,Q2,S4210178290,eb2d148d-5a88-4690-92b2-f9667229ee35
Advances in Aerodynamics,Q1,S3034236846,dd98e458-1514-4a77-8264-279c9575247f
Australian Journal of Public Administration,Q1,S128357121,8b2bf75f-5fb6-49ea-adbd-0124d031e5cc
BMC Pulmonary Medicine,Q2,S204956882,6ec15f55-3f39-4e6e-81c4-b0f2aa166058
European Journal of Engineering Education,Q1,S63018980,7211ceb6-7c4e-4c07-a0a0-898e76569d71
Experimental Physiology,Q2,S65894173,f800c0aa-88be-475c-b617-968d392b8be9
Grass and Forage Science,Q1,S74357050,2778b6f8-9e00-49a8-9ee9-a4b3f0fca244
In Silico Plants,Q1,S4210236532,b4c84d7b-c3af-4976-b49d-4f51af563041
Indian Journal of Psychological Medicine,Q2,S44261829,7abf4f02-0f64-4ff9-a789-3b7fbe1388e7
Intelligence-Based Medicine,Q2,S4210227372,
Journal of Cutaneous Medicine and Surgery,Q1,S142488290,8454ebad-02a1-4d3a-900e-1540fd8196a8
Journal of Open Research Software,Q1,S2764564090,d9236266-a69e-4cbf-8654-69cd719bcb9f
Journal of the Peripheral Nervous System,Q2,S91695523,a8ca0ece-a226-422a-9750-cde23da4b89b
Korean Journal of Pain,Q1,S155381918,
Mining Science and Technology(Russian Federation),Q1,,
Postgraduate Medicine,Q2,S11800902,1169cc91-d24e-444e-bca9-f918c8a0026b
Social Politics,Q1,S73612404,
Test,Q2,S73404582,
Clinical Nutrition ESPEN,Q2,S2764915710,0c4b3eb2-fb4e-4916-b5f9-5a478d2b8e7d
Scandinavian Journal of Management,Q2,S171971387,2e837741-55fc-445f-9eab-b1b5c81228bf
Scandinavian Journal of Surgery,Q1,S38148070,adc6cacf-0fa8-4f65-b8d1-f37119d0fe5c
Scholarship of Teaching and Learning in Psychology,Q1,S4210219276,484a6044-2f1c-42c8-aa0f-0fb61219cedb
World Journal of Surgery,Q1,S60318618,6a8eb012-b76c-4be3-a7f6-25fb07fa9821
Asian American Journal of Psychology,Q2,S82137956,a7d473bc-675d-406d-8908-0fef15716ea6
Biochimica et Biophysica Acta - Proteins and Proteomics,Q1,S4210222880,a4e28839-80af-4aa0-8414-52cdac1fc3e5
BJPsych Bulletin,Q2,S2764642026,3d74d168-c4cb-4b49-b384-8a541fd890f5
China Information,Q1,S4210218743,41f90389-84f6-4ea5-aa52-732c5876bdbe
Current Opinion in Clinical Nutrition and Metabolic Care,Q2,,22f242a7-e6dd-4270-9a4f-3e2dc2a39b76
European Early Childhood Education Research Journal,Q1,S75293123,c0049f4d-4284-41ee-9b8c-da9036677883
Gastroenterology and Hepatology,Q2,S6642600,
International Journal of Dermatology,Q1,S32635664,c9183add-35b6-4500-ace2-a903a1cdc0e5
Journal of International Consumer Marketing,Q2,S148814761,31ec8396-2a75-41cd-8008-c0ac47bc4cc8
Journal of Personnel Psychology,Q2,S29210485,e171fc95-5476-432e-b673-9299a030637d
Journal of Political Marketing,Q1,S16452476,8f1ffe40-69d7-4218-b265-32767b5373ee
Journal of Professions and Organization,Q2,S2735620406,750e377c-1cf3-42cc-9a62-4b6fde419b33
Journal of Research in Innovative Teaching and Learning,Q1,S4210217103,
Plasma Sources Science and Technology,Q1,S57082650,
Research in Learning Technology,Q1,S148039198,3ec08c73-15c1-4d57-87a2-10e43c93e134
Trauma Surgery and Acute Care Open,Q1,S4210198761,
Biochemical and Biophysical Research Communications,Q1,S151589183,
Chinese Journal of Population Resources and Environment,Q1,S171318492,
Conference Proceedings - IEEE Applied Power Electronics Conference and Exposition - APEC,-,,
Energy Science and Engineering,Q2,S2737327489,
Forensic Toxicology,Q1,S17753527,ea7bc6a5-8940-47f2-9d72-3c9b6e3a1ded
IEEE Microwave and Wireless Components Letters,Q1,S37189094,24b28d52-4011-4f07-8e13-166c2ba52272
IEEE Solid-State Circuits Letters,Q2,S4210192596,0064bd14-c891-4255-88c8-70e9dca1b3fa
International Journal of Tourism Cities,Q1,S4210192368,d4451bca-6dab-4f8e-a378-3316ad4ac1ac
IoT,Q1,S2480266640,18cb41bf-d23d-4c47-a30d-3f1ef6abfb1b
Journal of educational administration and history,Q1,,
Past and Present,Q1,S42922845,
Physiological Reports,Q2,S91696817,1ad41804-dafa-4abd-8751-88652b3ea436
Research and Practice for Persons with Severe Disabilities,Q1,S4210171619,594d5ead-2a0b-4ac4-9ae2-ad957ee26d4f
Tissue Engineering and Regenerative Medicine,Q2,S68700368,b534b71e-2f12-4df5-b914-afcbe480bd6a
Aeolian Research,Q1,S105722520,4e8c0a05-8e73-4109-a524-12f6205762e3
Biomaterials Translational,Q2,S4393918155,
Cardiovascular Therapeutics,Q2,S73613154,c659d677-0b37-4671-b115-7e2a7c264175
Current Sustainable/Renewable Energy Reports,Q1,S4210220465,15996e73-2961-4e7b-8b42-69cecac674a0
Frontiers in Toxicology,Q1,S4210231588,18cc36b5-35b5-4deb-bc33-1aa59938f584
Inquiry (United Kingdom),Q1,,
Journal of Health Services Research and Policy,Q2,S84175031,ee1efad5-080f-42b9-bdc2-f9c661ca47ff
Journal of Physics A: Mathematical and Theoretical,Q1,S79244937,1e9aee73-4288-45d6-8179-82b6d1d72429
Knowledge Engineering Review,Q2,S137506714,
Materials Chemistry and Physics,Q1,S5707928,7043a0d6-9d4e-489c-9d4e-23497d57905f
Pacific Philosophical Quarterly,Q1,S21248793,d82156ed-9601-4bab-a472-84ba471d0438
Parasite,Q1,S80886111,b83914c6-c003-45e1-813a-bea6b9de96fc
Speech Communication,Q1,S128025751,e819bc36-457b-4018-82c7-cd1c01850557
Veterinary and Comparative Oncology,Q1,S200673814,c9968180-1731-49b6-9ed0-81858d713e08
Cell Structure and Function,Q2,S89337528,2adb984e-c35c-4efe-921f-717b53633bd8
Civil Engineering Journal (Iran),Q1,,
Frontiers in Neuroinformatics,Q2,S179816892,82d7e641-6b2a-4a1c-86b5-bcc9918c6d56
International Journal of Qualitative Studies on Health and Well-being,Q1,S100662246,
Journal of Cardiovascular Translational Research,Q1,S62013175,d7a6ebf3-5cf0-49c1-a0ce-b5fa98ebd228
Journal of Cellular Biochemistry,Q2,S53807158,95e54b20-e12b-4788-9db7-436c24f5bf7d
Journal of Computing and Information Science in Engineering,Q1,S173178594,d029f971-f74c-41ca-8373-1b713414c797
Journal of Occupational Health,Q2,S3481703,e91ad1ae-888e-445b-b8f3-572d94f369e7
Pediatric Clinics of North America,Q1,S68151621,
"Translation, Cognition and Behavior",Q1,S4210198038,
American Journal of Primatology,Q1,S194752149,899c69bb-53de-4c31-bb3e-b2267ef6f061
Biochimica et Biophysica Acta - General Subjects,Q1,S4210238601,fdec77f3-b176-4434-b429-db31bbffe2cc
Cancer Nursing,Q2,S41599636,9119f361-52de-4d42-869a-264f41496731
Current Pain and Headache Reports,Q1,S157499488,3807db0c-d442-438f-b188-d1464302926a
Digital Health,Q2,S4210237014,8ff3d3b2-f3d4-4daf-a7fb-2877549c5e0c
European Journal of Population,Q1,S4210206495,41087c7b-8028-4ad9-a784-7a14f8502910
Fetal Diagnosis and Therapy,Q1,S31793102,c4b7b3cb-50e0-4e17-8029-a617867f80c2
Irish Veterinary Journal,Q1,S4210206830,ed00f8f4-3cf2-4c78-ba9c-c2b238e27b01
Journal of Interventional Cardiac Electrophysiology,Q2,S75756335,8e4475ad-7719-4308-acf9-2aa67ab87ec2
Journal of Vascular and Interventional Radiology,Q2,S3376858,817f2140-ff4d-42bd-a66a-3e0eb4af5c68
Applied Nursing Research,Q1,S144851420,82fbebb5-0308-442e-a382-43b46a3dc72f
Building Research and Information,Q1,,
Canadian Journal of Fisheries and Aquatic Sciences,Q1,S57183551,90dfb641-40c2-4580-9379-8113d2501b21
Flexible Services and Manufacturing Journal,Q1,S124739764,3a7015c1-5102-4743-8a61-8efb04937615
Health (United Kingdom),Q1,,
Journal of Bone and Mineral Metabolism,Q2,S178027841,a37fa6cc-3af1-4f28-8781-fd7c2ea21b31
Journal of managed care &amp; specialty pharmacy,Q1,,
Journal of Policy and Practice in Intellectual Disabilities,Q1,S89928119,fd50fdd8-67eb-443c-b8a3-d32de3220cd6
Journal of Psychoactive Drugs,Q2,S149515109,25dc26e3-ebc4-4c3c-a9bc-d51d63782e42
Journal of Scleroderma and Related Disorders,Q2,S4210198508,44b40677-9637-4a14-b8bc-f3fba190194b
Cadernos de Saude Publica,Q2,,
Clinical Practice and Epidemiology in Mental Health,Q2,S41760973,397ca1e9-a933-42a0-948e-377d38d8e494
Combinatorial Theory,Q1,S2939117604,f5bfa044-9868-4cc9-9517-f135f235f05c
"Community, Work and Family",Q1,S93028289,6117b72a-5bb6-478f-851d-8287569cd799
Current Diabetes Reviews,Q2,S204739293,cb3a593e-8b8d-43ac-bad9-d3200eef2265
Health Promotion Practice,Q1,S176903982,427539e6-a62f-4d82-8427-2b30838d8dad
International journal of older people nursing,Q2,S138512656,1c70f503-8656-4dc2-8a24-d5e8c8e04b8e
Learning Disabilities Research and Practice,Q1,S179996988,
Bioinorganic Chemistry and Applications,Q1,S113299162,95f7c36f-b6a1-4cca-814f-dd9be58cba70
Biological Journal of the Linnean Society,Q1,S98424699,3c6563d5-4dbc-4e59-b361-921f097b6afd
Biological Trace Element Research,Q1,S45954700,46c7898d-b8d7-4a91-afbb-f6ec48ff4ae5
Chronic Diseases and Translational Medicine,Q2,S2898558041,653fb7e7-4feb-4e70-9573-33bc0fa3e8ca
Cognitive Neuropsychology,Q1,S81120478,a2827cba-2179-405f-863f-b8d16bc8733c
FASEB BioAdvances,Q2,S4210224560,281e6642-06c1-44bd-ab19-1f7c8feac108
Geriatrics and Gerontology International,Q1,S88760654,
Intelligent Service Robotics,Q1,S145649206,8737ea18-09e1-457e-9abe-d37dd9943a2b
Internal and Emergency Medicine,Q1,S140847651,d07fa807-5206-4c39-8636-bec15ca2c172
Journal of Animal Science,Q1,S72684844,bade12e5-f20e-4b51-83a6-534e3705569a
Journal of Applied Microbiology,Q2,S39794811,33253921-6a88-4c79-94ba-94575ddf6cf8
Managerial Auditing Journal,Q1,S136661304,de4d2aff-071c-4eb0-bc7c-09f11a9f137b
Pancreas,Q2,S10058814,b3678c6b-4c37-4ad4-bfce-e3a4924f3437
Phenomenology and the Cognitive Sciences,Q1,S187602988,9eda0099-fa43-4e5e-97aa-1a5e46194325
"Religion, Brain and Behavior",Q1,S2764439977,
Asia-Pacific Journal of Business Administration,Q1,S38196630,62b8a476-7907-4c1f-8754-3b0bce2edf87
Atmospheric and Oceanic Science Letters,Q1,S2764567338,67c3ae29-c982-47c8-88dd-f0232fd59d53
Climate,Q2,S80591372,22fbe3a4-f70e-490e-a7e1-8196b866d3d9
Connection Science,Q2,S4210188800,f081cc05-b9f3-4d2d-98b1-8a9b1506a36c
International Journal of Mechanics and Materials in Design,Q1,S201558749,7912479c-7a59-4778-9c86-211dc3ae4034
International Journal of Sport Nutrition and Exercise Metabolism,Q2,S54215592,
Journal of Supercomputing,Q2,S32326811,26ed29a9-64ce-4d6c-9024-8b022fd2fe22
Medical Oncology,Q2,S204953464,f47e162e-ad48-432a-a3ea-e2d8bee5a9ec
Propulsion and Power Research,Q1,S2764907551,52b264cb-94b8-48cd-b53e-bab0fb96626d
Aerosol Science and Technology,Q2,S111181672,1d5abf58-f15f-4275-9f22-57a6664d68b6
BMC Women's Health,Q2,,4c767dd1-3ca6-47ad-8c31-4e4d3fd5a8fd
Cognitive Neurodynamics,Q2,S766161,fc09dc4b-a753-404e-8b20-85d3d2c5201b
International Journal of Cognitive Therapy,Q2,S111690571,cbc75a8d-0ee8-48b4-99bf-322a2a713d02
International Journal of Particle Therapy,Q2,S4210219142,0bc6a8cd-26b3-4f25-aa50-ef11c42d3bad
International Review of Education,Q1,S64594800,329dad9d-d313-4442-834c-65ef9514cd14
Journal of Bisexuality,Q1,S99033363,b62bce24-30cd-45fe-84cc-130338baa3f9
Journal of Circadian Rhythms,Q2,S151421263,599fd477-4881-4da7-a11d-033932f187a5
Journal of Enterprising Communities,Q2,S4210171430,
Journal of Mass Spectrometry and Advances in the Clinical Lab,Q1,S4210202914,7bbb8c1e-864a-453d-89b9-4e9da9a654e0
Journal of Mathematical Neuroscience,Q3,S3035086643,e8e91110-2d86-4611-9376-30e90c35590d
"Psychology, Public Policy, and Law",Q1,S996012213,
Queueing Systems,Q2,S148503350,ef6d36f7-5b53-413e-b76c-42ddbb6985a7
Applied Cognitive Psychology,Q1,S91386000,5936c07e-fa52-4ce5-9673-8a85c0f59786
ChemMedChem,Q1,S136164820,058a361a-9ba0-41df-8e31-cb93f82e6193
Education and Training,Q1,S4210171403,
Expert Systems,Q2,S13144211,7e79de3e-93d0-413c-9f0d-e0288f94b4d5
International Dairy Journal,Q1,S184773532,0a6eae62-6fb3-4505-ace6-ab343f807a83
Journal of Zoological Systematics and Evolutionary Research,Q1,S36756304,eee88f6f-205f-4069-ab3f-d884a925e7e1
"Law, Innovation and Technology",Q1,S34966862,35b956ed-f5bf-483e-b7d7-52f929f6852a
Metallurgical and Materials Transactions A: Physical Metallurgy and Materials Science,Q1,S14059627,
Molecular Omics,Q2,S4210236495,92a25954-d841-4274-8f4f-5af40e134c89
Pulmonary Circulation,Q2,S2764573606,f71eeec2-5121-4365-8798-01363abc54ca
Respiratory Care,Q2,S93356601,c1fe9afe-9d00-47f2-804c-6604566fbcad
Current Urology Reports,Q1,S53203805,93753f22-f8ec-4e42-ac7c-a003eb61b9df
Drones,Q1,S4210193350,20f4c07b-44b3-4e7d-8546-e3c11620a21c
"Estuarine, Coastal and Shelf Science",Q1,S43867544,928ff9b9-73cb-40a8-9b08-f591749c41f4
IEEE Journal on Exploratory Solid-State Computational Devices and Circuits,Q2,S2478001734,82ca2c16-ecdc-4044-900c-e1f139d9cdf1
Innate Immunity,Q2,S161267757,6d942ece-174c-4a59-aad1-05138f1f70e7
Jornal de Pediatria,Q1,S66095140,bb036d47-4923-4bce-a638-b26b01a31bc1
Journal of Interactive Media in Education,Q1,S2764787909,78f757e2-1254-4946-acde-20ce3312015c
Journal of Physical Chemistry B,Q1,S185621672,d55b0b46-f26b-455e-938b-14477e74e0aa
Presse Medicale,Q2,S4306521052,
Advances in Simulation,Q1,S2739124158,483b71d4-68ad-4beb-adf8-c51ea3973901
AI (Switzerland),Q2,,
Application of Clinical Genetics,Q2,S2764354353,
Arachnology,Q1,S12023821,a030dd70-5cf5-4a14-bcf9-2d950905487d
Current Medicinal Chemistry,Q1,S33159018,4dbfe6f0-742b-4e3f-a64b-80278552db0d
Current Problems in Cancer,Q2,S115136864,74a06c07-2386-4bdf-8f17-67b4886abae5
Development Growth and Differentiation,Q2,S103234284,
"European Journal of Cancer, Supplement",Q2,,
Forestry,Q1,S99909709,
Journal of Algebraic Combinatorics,Q1,S181823235,124f6e0e-43e2-467f-8f42-b97050f7f8d4
Journal of Translational Internal Medicine,Q2,S2736799783,65662175-0b8c-4b24-81e8-2c1dee39c2e9
"Mind, Culture, and Activity",Q1,S189631880,233bb626-1baf-4f54-8048-844e6e46ef04
Mycological Progress,Q1,S26519103,623dea0d-486f-4a73-ae0a-607cb84e2733
Pathogens and Disease,Q2,S132853619,f2ebc9c1-f989-4082-93ce-8aedb1e82781
Asian Journal of Social Psychology,Q1,S174197836,6dcc490c-6869-4b78-9160-ee04a27181f2
Biology Open,Q1,S2738063279,f87bbb02-bd2b-4b2b-9b5d-10abf656a005
CardioRenal Medicine,Q1,S2481706592,b36b60b6-78ca-405d-a100-7e6439c4fdf4
Diangong Jishu Xuebao/Transactions of China Electrotechnical Society,Q2,,
Educational Action Research,Q1,S128384658,3ec40da3-6089-4f36-a090-00f144fa5efe
Electronic Structure,Q1,S4210199036,be3d94f4-8b35-43ef-b5dd-326791f80f41
Geographical Journal,Q1,S54255202,
Head and Face Medicine,Q1,S4480651,
Informatics in Medicine Unlocked,Q2,S2898224164,0ce05be4-32d3-4969-964a-02493d1ade11
Journal of Dental Sciences,Q1,S173463841,36020338-a0e3-4eba-aa2f-78a1815fd1a6
Journal of Fluency Disorders,Q1,S157553855,76f9872a-a2da-425c-8d47-f382e488dc84
Journal of Leisure Research,Q1,S92592804,f8b241b1-2fa4-4f18-a9d6-40036846057b
Langenbeck's Archives of Surgery,Q1,,
Metals and Materials International,Q1,S205066066,fa87a6b9-139e-4fab-b605-278b0cf77761
Public Choice,Q1,S7424199,539220ea-df7f-466b-ac8b-a76dc6ceb8ca
R Journal,Q2,S2489169438,
Resuscitation Plus,Q1,S4210231896,5bf8c21e-6b9b-45b1-bc62-cfc3ac1fdb98
Roeper Review,Q1,S85644695,7987122f-34b9-4c09-9c87-2d4c26ee5526
Updates in Surgery,Q1,S86633019,e88b70a8-7afa-4a20-9d45-996cfd2bf740
World Archaeology,Q1,S14980801,2be8d13a-78c5-4e24-8301-ea20fc37176c
BioResearch Open Access,Q2,S4210180731,0c50bbec-8c76-4c80-ba34-b1daddbd8e47
Cardiovascular Toxicology,Q2,S181810612,0ccb66b4-d5af-4431-b9e3-5f2a65fc60b0
European Business Organization Law Review,Q1,S9871798,aa3afdfa-83e9-4aa3-b87a-c0d3a4c09f11
Frontiers in Artificial Intelligence,Q2,S4210197006,6a8c0041-d0b7-4e32-b52c-33adef005c7e
Genesis (United States),Q2,,
"Immunity, inflammation and disease",Q2,S2764380340,3419feb6-26cf-4eb6-8f3f-2765c2987a53
International Journal of Managing Projects in Business,Q2,S81125728,8b7f5c08-5618-4701-889f-00236bc52080
Journal of Anatomy,Q1,S69635808,f905eaaf-beb0-4c14-a953-2f1c7436a305
Journal of Human Capital,Q1,S196716848,f6d97488-431e-46a5-990f-e311e83f94ac
Journal of Language and Politics,Q1,S24964065,3c2eb083-9948-4f8b-ba45-b1d661c4d496
Journal of the American College of Emergency Physicians Open,Q1,S4210207081,830b8c0c-5b47-4fea-bba7-5a9ec0765aa1
MIT Sloan Management Review,Q2,S196034224,b3396642-3830-47e1-bd2a-50dfff822045
Neurosurgery Clinics of North America,Q1,S15020371,6e1b8a21-349e-4894-8a6b-631bf73046ab
"Protein Engineering, Design and Selection",Q2,S44492648,
Urban Research and Practice,Q1,S3234473,2b60f8df-72ba-4494-8629-1d9018d2a3e1
Bioresources and Bioprocessing,Q1,S2736711265,11a944a3-74f1-4f68-9d89-3c7bf84e20b4
Communications in Mathematical Sciences,Q1,S128136061,78c96bae-0533-428a-a8b6-f8b98a4a2789
Cooperation and Conflict,Q1,S91511648,a2157010-6090-4547-9176-6509e8cbf252
European Journal of Politics and Gender,Q1,S4210186092,628b054f-d257-4983-8746-60f00d7480f6
Facial Plastic Surgery Clinics of North America,Q1,S161205988,cfb793e4-ef51-4248-83ed-85c84c1edc2c
International Journal of Early Childhood,Q1,S192156642,0c72d49b-52a8-45de-b410-ad395dd6ddcf
International Journal of Hospitality and Tourism Administration,Q2,S94039387,
International Journal of Women's Health,Q1,S4210226749,e9f0fb73-9ad6-4061-b309-ec88315d7c47
Journal of Experimental Orthopaedics,Q2,S2738219336,be84c329-7155-4fb7-b183-1aaa2b47bdca
Journal of Linguistic Anthropology,Q1,S161848700,b9cbe001-ee4e-4e9e-8c9d-07fc41f64213
Journal of Neuroradiology,Q2,S101278519,8341edf6-2056-4dc9-8399-3d7d316cdbdb
Physical Review Accelerators and Beams,Q2,S2764823912,f0b25a48-865d-41bf-8487-1394ac41a63f
Psychology in the Schools,Q1,S61821002,
Revista Latina de Comunicacion Social,Q1,,
Rural Sociology,Q1,S6596815,
Sociology of Sport Journal,Q1,S12205661,f969e14f-d5b0-4958-9742-3a7a2561eff5
Advances and Applications in Bioinformatics and Chemistry,Q1,S4210184819,5e6a4556-815d-4259-98a5-071350bad606
Archives of Clinical Neuropsychology,Q2,S13265631,426b53b7-41a5-467e-a643-71a2174ee4ee
EMA - Emergency Medicine Australasia,Q1,,
Infant and Child Development,Q2,S90519018,ba2b0e58-8f91-4c53-a5a9-95c0adbc4e06
Journal of Educational Measurement,Q1,S30638350,1b39964b-67d5-4dc0-b583-016fd2957825
Journal of Electroanalytical Chemistry,Q1,S143604795,55802032-f80e-42e9-ac68-b68ea79bd683
Journal of Industrial Relations,Q2,S61595665,0c269676-682e-411a-b689-cea47e996c06
Journal of International Entrepreneurship,Q1,S175138789,8f519c63-77d0-4781-af9a-2b49b9fff94d
Journal of the Academy of Consultation-Liaison Psychiatry,Q2,S4210200583,b9a88521-46b3-4078-9f79-6c4a4b9649f0
Musculoskeletal Science and Practice,Q1,S4210206556,10c3bf8e-c542-4994-94e8-26229f089374
Musculoskeletal Surgery,Q1,S110941983,e518e9bb-0f9c-46d9-8900-44ba2d7d8600
Requirements Engineering,Q2,S207090427,fe9174dc-ba90-4d03-929c-4edaf60d2a64
Bioscience Reports,Q1,S124713461,678ce279-560b-4a6c-af55-ff68d5c2b544
Construction Innovation,Q1,S170139714,23b19734-498b-40c2-8d23-97c1382309cc
Criminal Justice Studies,Q1,S147235218,1082171b-588a-475e-8fad-f27c32a272b3
Data Intelligence,Q1,S4210186383,f80a2e54-1332-48bf-9634-4b2f77fca809
Developmental Child Welfare,Q1,S4210204892,daf7dae2-68ba-43a8-84af-adeacf32fe4f
Elementary School Journal,Q1,S182159023,
Emerging Science Journal,Q1,S4210232528,ee45ac83-44ff-40e1-be78-667640bfc804
IET Collaborative Intelligent Manufacturing,Q1,S4210229996,4074cc0a-090a-417c-b4a3-05cc16071cfa
International Journal of Disaster Risk Science,Q1,S2765036881,d43215a0-af97-4139-87b4-6f96e5d966d1
Linguistic and Philosophical Investigations,Q1,S123126782,e7f19654-47b8-43b3-bff7-f9384cf0be28
Pharmaceutical Biology,Q1,S130009153,bd522fcc-a13a-412e-978e-80faea8e87d4
Review of Symbolic Logic,Q1,S24077076,
ACI Materials Journal,Q1,S2764471990,c4f63a65-4b5e-40f0-93b8-24ab4aabe6dc
Behavioural Neurology,Q2,S153961274,f1c88ec5-9ade-429f-a00a-130e3a315e7f
BMJ Neurology Open,Q2,S4306504553,9c312342-5367-4221-acd3-dfa0d1c38a2c
Canadian Journal of Ophthalmology,Q2,S4210185783,f79c0fbe-6bdb-4367-abee-b3d7ca8eafc5
Clinical Transplantation,Q2,S4210215907,04554d87-4e14-4d8e-aba0-6eab5c5ddc80
Food Science and Nutrition,Q1,S70620193,
Frontiers of Mechanical Engineering,Q1,S4210199849,8e3d1494-c0c7-425f-85e9-045f55638c89
IJC Heart and Vasculature,Q2,S2898336515,
Journal of Digital Learning in Teacher Education,Q1,S2764657001,f97aeeec-6e1c-4010-be63-d3baffc2c11b
Journal of Human Hypertension,Q2,S193501741,fb56f5e8-8e86-4039-a84a-76d6a4d9ef1e
Journal of Land Use Science,Q1,S195013635,59d0fb20-5e17-4d4a-85fe-09cadbfab724
Microbial Pathogenesis,Q2,S113190374,ba0ce8d6-227a-4c21-a770-ded9fc8872c0
Parkinson's Disease,Q2,S4210185402,b40c40fc-0184-4d6d-ad17-d1da2e92ac22
Reference Services Review,Q1,S189297499,a1b09a09-8b0f-4ad4-be34-3a63959ef3b4
Sleep and Breathing,Q1,S169018744,eca771ba-21ff-4335-8959-4ef777bf4ac8
Veterinary Surgery,Q1,S191178954,9f1785a4-d5ea-4ccd-b455-b0e02ade9df7
Alcohol and Alcoholism,Q2,S102424854,6f2f0060-86c2-4455-b27b-4e99711150a8
European Journal of Pharmaceutical Sciences,Q1,S119477091,ccd35f31-f54d-491e-bd0c-9365c71d88a3
Global Bioethics,Q1,S2764888808,0e4d75ec-395a-4612-8d62-ce7fc9a27bcc
International Journal of Leadership in Education,Q1,S172926897,48a389bf-85fd-425e-91e8-4ff99192dfda
Journal of Applied Communication Research,Q1,S18318442,
Journal of Homeland Security and Emergency Management,Q1,S196738966,11a62900-daa8-4c54-8d57-859e6bc361ba
Journal of Medical Microbiology,Q2,S154078021,64252678-aa9b-4758-8a7c-4c9f86256d37
Molecular Imaging and Biology,Q2,S200465866,74385a07-7714-4fa6-a800-1c2721269fba
Therapeutics and Clinical Risk Management,Q1,S204453222,79e63d52-d74d-4f57-b41a-f39bf84e6560
Written Communication,Q1,S185374342,414235b6-f8b2-415c-9740-d1f6071463d0
Annals of Biomedical Engineering,Q2,S141152059,ea9d4180-f603-445c-b59a-5aaada9d4d83
Annals of the Entomological Society of America,Q1,S79992667,5e954c34-f01c-4fb0-970a-505b6287141d
Bioinspiration and Biomimetics,Q1,S87464931,
Cultural Geographies,Q1,S160537720,8fe9582c-5b24-4f78-b177-b76c19cf6cb6
Epigenomics,Q2,S42283280,1ae31364-115e-446c-9102-d5657f9b6162
Innovative Higher Education,Q1,S53132383,1ce0a5a7-fd2d-4180-97a9-0448fcde712e
International Journal of Distance Education Technologies,Q1,S103640237,8bdd7e9d-b07a-45be-93e9-fc789485c2b9
Journal of Cultural Economics,Q1,S31225034,6efc4620-d54e-47e2-8200-9ff41c01896f
Journal of Geodynamics,Q1,S140409716,950c7bca-c568-4daf-964b-97444aea6f8e
Journal of Neurosurgery: Pediatrics,Q1,S4210222112,54f2c763-fae4-4172-9667-1a800edf1be8
Journal of the World Aquaculture Society,Q1,S4210171257,1b1514fb-6165-4817-b956-07a1eceaa656
Philosophical Topics,Q1,S117069359,9d796279-6e73-4d72-b787-5e0d505dcc5c
SICOT-J,Q1,S2738021499,a436a144-cc25-4128-98fe-39f7b9648102
Biological Research for Nursing,Q1,S144954103,1270eed4-00e7-4f28-959e-042c7115eb89
Chemical Engineering Science: X,Q1,S4210216656,7877cabf-c9ed-4671-b07c-5ec129be359f
Cleaner and Responsible Consumption,Q1,S4210227184,33ebb4c8-8e1d-4eb6-b3ad-11ae03b690de
Connective Tissue Research,Q2,S3113591,155a4a4b-28d9-4212-a998-6b60741ab91f
Forensic Science International,Q1,S15336283,284f3843-e16b-4d3b-8af5-3679dbc847d8
Geothermal Energy,Q2,S3035639243,4004e443-a64c-415c-a974-2eac1450b421
Integrative Organismal Biology,Q1,S4210201203,2feea052-6c18-4cba-af50-7d84008d6da4
Journal of Combinatorial Designs,Q1,S8494942,
Journal of Developmental and Life-Course Criminology,Q1,S4210177552,4f72eee7-6839-4a78-9098-766eb8c0f57a
Journal of Sedimentary Research,Q1,S147293822,124ac06f-d060-43b5-bcff-caafa4af1c09
Journal of Social Psychology,Q2,S29984966,c07c79cb-dd76-49c4-804f-f0419d60e229
Measurement in Physical Education and Exercise Science,Q1,S81718308,9837f35e-322b-431a-898a-abcad642b629
Microbiology (United Kingdom),Q2,,
"Allergy, Asthma and Clinical Immunology",Q2,S658968,
"Atti della Accademia Nazionale dei Lincei, Classe di Scienze Fisiche, Matematiche e Naturali, Rendiconti Lincei Matematica E Applicazioni",Q1,S4306503733,
BMC Ophthalmology,Q2,S49440999,47244d26-b802-4df7-9e86-d4dc204ce619
